,gender,age,state,Household Size,Household Income,income
27660,Male,49.0,Sabah,4 orang,6883.8335,1763.0
27662,Male,33.0,Sabah,1 orang,6884.6665,6884.6665
27667,Male,33.0,Sabah,2 orang,6886.5835,6886.5835
27680,Male,66.0,Sabah,6 orang dan lebih,6893.0835,1907.0
27691,Male,37.0,Sabah,3 orang,6902.0,4285.3335
27695,Male,39.0,Sabah,3 orang,6903.1665,6903.1665
27717,Male,43.0,Sabah,6 orang dan lebih,6911.8335,3941.1667
27725,Male,51.0,Sabah,6 orang dan lebih,6914.9165,6914.9165
27726,Male,26.0,Sabah,6 orang dan lebih,6915.75,3571.75
27727,Male,44.0,Sabah,6 orang dan lebih,6915.8335,5456.0
27736,Male,30.0,Sabah,2 orang,6919.6665,3730.4167
27740,Female,32.0,Sabah,1 orang,6921.8335,6921.8335
27747,Male,47.0,Sabah,5 orang,6925.3335,6925.3335
27762,Male,39.0,Sabah,4 orang,6930.5835,6930.5835
27772,Male,64.0,Sabah,6 orang dan lebih,6934.0,2773.75
27787,Male,29.0,Sabah,3 orang,6940.1665,3520.0833
27789,Female,45.0,Sabah,6 orang dan lebih,6940.6665,4292.6665
27790,Male,63.0,Sabah,6 orang dan lebih,6940.75,1570.4166
27805,Male,40.0,Sabah,4 orang,6946.25,4447.5
27808,Male,50.0,Sabah,3 orang,6947.0,6947.0
27813,Male,31.0,Sabah,4 orang,6948.6665,4235.1665
27824,Male,63.0,Sabah,4 orang,6953.0835,3331.0833
27840,Female,40.0,Sabah,4 orang,6962.5835,6962.5835
27841,Male,49.0,Sabah,3 orang,6963.1665,3793.6667
27847,Male,68.0,Sabah,6 orang dan lebih,6965.3335,3300.8333
27864,Male,66.0,Sabah,2 orang,6973.1665,4481.5
27870,Female,57.0,Sabah,4 orang,6974.5835,1574.5834
27875,Male,44.0,Sabah,6 orang dan lebih,6979.1665,2579.5
27877,Male,37.0,Sabah,4 orang,6980.0,6980.0
27884,Male,50.0,Sabah,5 orang,6981.6665,6981.6665
27885,Male,61.0,Sabah,4 orang,6981.6665,6981.6665
27892,Male,52.0,Sabah,6 orang dan lebih,6983.25,1811.1666
27893,Male,48.0,Sabah,6 orang dan lebih,6983.5,4161.6665
27898,Male,68.0,Sabah,2 orang,6986.0,6986.0
27900,Female,50.0,Sabah,3 orang,6986.6665,6986.6665
27906,Male,67.0,Sabah,6 orang dan lebih,6989.0,1087.8334
27907,Male,38.0,Sabah,6 orang dan lebih,6989.1665,5864.1665
27917,Female,68.0,Sabah,2 orang,6993.8335,3903.0
27920,Male,57.0,Sabah,4 orang,6994.0,4520.1665
27926,Male,62.0,Sabah,4 orang,6995.1665,2792.3333
27930,Female,37.0,Sabah,6 orang dan lebih,6996.0,6996.0
27936,Female,22.0,Sabah,4 orang,6998.9165,331.33334
27953,Male,45.0,Sabah,6 orang dan lebih,7003.3335,4852.3335
27965,Female,33.0,Sabah,6 orang dan lebih,7007.1665,2616.0833
27969,Male,47.0,Sabah,3 orang,7010.8335,4238.3335
27970,Male,42.0,Sabah,6 orang dan lebih,7011.0,7011.0
27973,Male,40.0,Sabah,4 orang,7012.6665,7012.6665
27976,Male,61.0,Sabah,5 orang,7014.1665,2633.1667
27980,Male,51.0,Sabah,3 orang,7015.6665,3148.3333
27984,Female,32.0,Sabah,6 orang dan lebih,7016.3335,6141.3335
27995,Female,35.0,Sabah,4 orang,7021.4165,7021.4165
27999,Male,55.0,Sabah,6 orang dan lebih,7022.5,3082.1667
28000,Male,66.0,Sabah,5 orang,7023.25,450.0
28011,Male,63.0,Sabah,2 orang,7029.6665,3504.6667
28022,Male,45.0,Sabah,3 orang,7035.0,4914.1665
28027,Male,39.0,Sabah,6 orang dan lebih,7037.0,7037.0
28036,Male,59.0,Sabah,3 orang,7042.0835,3813.3333
28050,Male,48.0,Sabah,5 orang,7046.5,3080.0
28060,Male,69.0,Sabah,3 orang,7050.3335,2628.5
28063,Male,34.0,Sabah,4 orang,7051.25,7051.25
28069,Male,58.0,Sabah,4 orang,7052.6665,2710.5
28071,Male,36.0,Sabah,4 orang,7054.6665,3952.1667
28085,Male,85.0,Sabah,2 orang,7059.5,7059.5
28086,Male,52.0,Sabah,3 orang,7059.75,7059.75
28088,Male,37.0,Sabah,4 orang,7060.3335,7060.3335
28092,Male,52.0,Sabah,3 orang,7061.75,7061.75
28112,Male,63.0,Sabah,5 orang,7069.6665,2385.0
28120,Male,52.0,Sabah,6 orang dan lebih,7071.1665,7071.1665
28125,Male,72.0,Sabah,3 orang,7072.6665,4120.0
28137,Male,49.0,Sabah,6 orang dan lebih,7077.0835,6498.75
28138,Female,57.0,Sabah,3 orang,7077.6665,2941.6667
28145,Male,55.0,Sabah,1 orang,7080.0835,7080.0835
28146,Male,40.0,Sabah,6 orang dan lebih,7080.75,3595.8333
28148,Male,65.0,Sabah,5 orang,7081.9165,3611.5
28149,Female,55.0,Sabah,2 orang,7083.3335,7083.3335
28170,Female,56.0,Sabah,6 orang dan lebih,7086.0835,3918.1667
28181,Male,33.0,Sabah,1 orang,7090.6665,7090.6665
28195,Female,33.0,Sabah,6 orang dan lebih,7096.6665,4672.5
28196,Female,54.0,Sabah,2 orang,7096.9165,5851.9165
28204,Female,43.0,Sabah,2 orang,7100.5,2913.1667
28212,Male,71.0,Sabah,1 orang,7104.0835,7104.0835
28213,Male,60.0,Sabah,3 orang,7105.0,7105.0
28217,Male,46.0,Sabah,4 orang,7106.5,3962.25
28222,Male,57.0,Sabah,4 orang,7108.3335,7108.3335
28234,Female,33.0,Sabah,2 orang,7111.6665,4453.3335
28255,Male,50.0,Sabah,2 orang,7121.3335,6263.0
28258,Female,57.0,Sabah,3 orang,7121.6665,3088.3333
28266,Female,67.0,Sabah,6 orang dan lebih,7125.0,1972.0
28286,Male,41.0,Sabah,4 orang,7133.3335,3466.6667
28301,Male,49.0,Sabah,6 orang dan lebih,7137.6665,2322.3333
28311,Male,36.0,Sabah,4 orang,7140.8335,7140.8335
28314,Male,66.0,Sabah,3 orang,7141.1665,2402.5
28324,Female,42.0,Sabah,6 orang dan lebih,7145.25,3422.0833
28334,Male,35.0,Sabah,5 orang,7147.9165,7147.9165
28340,Male,71.0,Sabah,2 orang,7152.5835,3798.3333
28345,Male,57.0,Sabah,6 orang dan lebih,7154.1665,4742.3335
28346,Male,35.0,Sabah,6 orang dan lebih,7154.3335,7154.3335
28361,Female,57.0,Sabah,2 orang,7161.4165,7161.4165
28376,Male,69.0,Sabah,5 orang,7167.0835,1757.3334
28384,Male,50.0,Sabah,6 orang dan lebih,7170.0,3562.75
28410,Male,39.0,Sabah,6 orang dan lebih,7181.5835,3239.6667
28414,Female,52.0,Sabah,5 orang,7183.75,4129.0
28418,Male,32.0,Sabah,4 orang,7185.3335,5043.5
28429,Male,30.0,Sabah,6 orang dan lebih,7189.4165,3281.0833
28433,Male,48.0,Sabah,5 orang,7190.4165,6016.6665
28434,Male,72.0,Sabah,6 orang dan lebih,7190.6665,4918.4165
28446,Male,58.0,Sabah,4 orang,7196.75,6600.0
28462,Male,35.0,Sabah,6 orang dan lebih,7203.5,7203.5
28479,Female,57.0,Sabah,5 orang,7211.6665,3985.8333
28483,Male,46.0,Sabah,5 orang,7213.25,7213.25
28484,Male,49.0,Sabah,4 orang,7214.1665,7214.1665
28486,Male,45.0,Sabah,4 orang,7215.0,6336.6665
28502,Male,47.0,Sabah,6 orang dan lebih,7220.6665,4096.25
28505,Male,53.0,Sabah,3 orang,7221.0,7221.0
28508,Male,38.0,Sabah,6 orang dan lebih,7223.0,2818.0
28513,Female,53.0,Sabah,1 orang,7224.1665,7224.1665
28520,Male,36.0,Sabah,6 orang dan lebih,7227.1665,5410.6665
28523,Male,48.0,Sabah,4 orang,7228.0,7228.0
28534,Female,60.0,Sabah,4 orang,7232.3335,1961.0
28539,Male,54.0,Sabah,6 orang dan lebih,7233.8335,5225.5
28544,Male,34.0,Sabah,4 orang,7236.9165,5410.6665
28545,Female,39.0,Sabah,3 orang,7237.5,7237.5
28556,Female,37.0,Sabah,6 orang dan lebih,7242.8335,1904.0
28557,Male,55.0,Sabah,6 orang dan lebih,7244.0,1539.0
28559,Female,31.0,Sabah,4 orang,7245.1665,4975.6665
28564,Female,62.0,Sabah,6 orang dan lebih,7247.4165,2844.5833
28570,Male,61.0,Sabah,6 orang dan lebih,7249.6665,3042.8333
28575,Male,57.0,Sabah,5 orang,7251.5835,2506.75
28586,Male,36.0,Sabah,4 orang,7257.9165,4331.6665
28600,Male,60.0,Sabah,6 orang dan lebih,7263.6665,1560.8334
28604,Male,60.0,Sabah,4 orang,7265.0,7265.0
28606,Male,61.0,Sabah,5 orang,7265.6665,5355.1665
28616,Female,25.0,Sabah,2 orang,7268.4165,7268.4165
28618,Female,23.0,Sabah,6 orang dan lebih,7270.4165,2218.75
28631,Male,37.0,Sabah,5 orang,7276.6665,5918.3335
28635,Male,58.0,Sabah,6 orang dan lebih,7277.6665,1912.5
28652,Male,23.0,Sabah,6 orang dan lebih,7283.4165,2464.5833
28657,Male,48.0,Sabah,6 orang dan lebih,7285.3335,5972.8335
28658,Male,62.0,Sabah,6 orang dan lebih,7285.5835,1445.8334
28664,Female,37.0,Sabah,5 orang,7287.6665,4536.4165
28683,Female,57.0,Sabah,2 orang,7298.1665,6002.3335
28685,Male,49.0,Sabah,3 orang,7299.7915,7299.7915
28688,Female,28.0,Sabah,6 orang dan lebih,7300.75,3745.5833
28689,Male,53.0,Sabah,3 orang,7301.0,5083.4165
28698,Female,37.0,Sabah,5 orang,7305.0,3945.0
28714,Male,65.0,Sabah,3 orang,7309.3335,4108.3335
28736,Male,41.0,Sabah,5 orang,7319.1665,7319.1665
28737,Male,53.0,Sabah,4 orang,7319.1665,7319.1665
28744,Female,56.0,Sabah,1 orang,7321.75,7321.75
28748,Male,59.0,Sabah,6 orang dan lebih,7323.5,5464.8335
28751,Male,61.0,Sabah,6 orang dan lebih,7324.25,1955.1666
28753,Male,41.0,Sabah,6 orang dan lebih,7324.5,7324.5
28758,Female,47.0,Sabah,4 orang,7326.0,5292.0
28763,Male,55.0,Sabah,4 orang,7329.1665,7329.1665
28793,Female,33.0,Sabah,2 orang,7348.75,2177.9167
28806,Male,28.0,Sabah,4 orang,7355.4165,6042.9165
28809,Male,47.0,Sabah,6 orang dan lebih,7357.0,2164.5
28810,Male,58.0,Sabah,6 orang dan lebih,7358.8335,4263.3335
28818,Male,60.0,Sabah,4 orang,7362.5,7362.5
28824,Male,42.0,Sabah,3 orang,7365.1665,7365.1665
28848,Male,38.0,Sabah,4 orang,7377.1665,4775.3335
28860,Female,49.0,Sabah,3 orang,7381.3335,7381.3335
28865,Male,60.0,Sabah,5 orang,7386.0835,6327.75
28876,Male,37.0,Sabah,5 orang,7390.5,7390.5
28888,Male,47.0,Sabah,6 orang dan lebih,7397.3335,7397.3335
28891,Male,35.0,Sabah,2 orang,7399.1665,4022.5
28893,Female,40.0,Sabah,6 orang dan lebih,7399.8335,4984.0
28901,Male,61.0,Sabah,5 orang,7403.1665,3795.8333
28902,Male,62.0,Sabah,5 orang,7404.6665,2504.6667
28913,Male,61.0,Sabah,3 orang,7408.3335,2962.5
28919,Male,37.0,Sabah,5 orang,7409.2915,3556.125
28923,Male,46.0,Sabah,4 orang,7411.3335,7411.3335
28933,Male,58.0,Sabah,2 orang,7419.75,5676.0835
28951,Male,37.0,Sabah,6 orang dan lebih,7427.5835,3769.3333
28955,Female,29.0,Sabah,6 orang dan lebih,7429.0,3250.0
28964,Male,41.0,Sabah,6 orang dan lebih,7431.5,7431.5
28967,Male,41.0,Sabah,5 orang,7432.5,3562.5
28972,Male,43.0,Sabah,3 orang,7434.4585,2762.2917
28974,Male,56.0,Sabah,6 orang dan lebih,7434.8335,7434.8335
28977,Male,49.0,Sabah,6 orang dan lebih,7436.9165,2134.5833
28978,Male,40.0,Sabah,5 orang,7437.0835,5542.5
28984,Male,41.0,Sabah,3 orang,7440.5,2505.8333
28991,Male,64.0,Sabah,2 orang,7444.9165,7444.9165
29002,Male,52.0,Sabah,4 orang,7448.0,5954.1665
29021,Male,49.0,Sabah,5 orang,7457.3335,7457.3335
29022,Male,47.0,Sabah,5 orang,7458.3335,3016.6667
29028,Male,56.0,Sabah,3 orang,7460.0,7460.0
29031,Male,35.0,Sabah,4 orang,7461.75,4146.5
29036,Male,46.0,Sabah,1 orang,7463.3335,7463.3335
29040,Male,43.0,Sabah,5 orang,7466.0,1400.0
29049,Male,42.0,Sabah,6 orang dan lebih,7472.9165,4082.0833
29053,Male,48.0,Sabah,6 orang dan lebih,7473.9165,7473.9165
29065,Female,33.0,Sabah,6 orang dan lebih,7480.9165,2145.5
29070,Male,39.0,Sabah,5 orang,7483.5835,7231.0835
29071,Female,43.0,Sabah,4 orang,7484.0,5684.0
29072,Male,61.0,Sabah,4 orang,7484.0835,7484.0835
29074,Male,63.0,Sabah,6 orang dan lebih,7485.8335,5222.5
29080,Male,57.0,Sabah,5 orang,7489.1665,2938.4167
29096,Male,34.0,Sabah,5 orang,7498.4165,4383.4165
29101,Male,59.0,Sabah,6 orang dan lebih,7500.0,5500.0
29106,Male,53.0,Sabah,5 orang,7502.0,3043.8333
29111,Male,39.0,Sabah,5 orang,7503.75,7503.75
29113,Male,39.0,Sabah,6 orang dan lebih,7505.0835,4245.0
29122,Male,52.0,Sabah,6 orang dan lebih,7511.0,7511.0
29126,Male,23.0,Sabah,6 orang dan lebih,7515.4165,3385.3333
29133,Male,42.0,Sabah,5 orang,7520.6665,7520.6665
29151,Male,32.0,Sabah,3 orang,7525.8335,1906.6666
29155,Male,49.0,Sabah,3 orang,7527.1665,4520.0
29168,Male,64.0,Sabah,6 orang dan lebih,7532.5,7532.5
29180,Male,74.0,Sabah,4 orang,7539.5,1706.6666
29183,Male,55.0,Sabah,4 orang,7540.0,7540.0
29203,Male,31.0,Sabah,4 orang,7549.4165,2401.6667
29206,Male,48.0,Sabah,3 orang,7551.3335,3398.0
29212,Male,53.0,Sabah,5 orang,7553.8335,7553.8335
29215,Female,66.0,Sabah,4 orang,7554.3335,4605.5
29244,Male,58.0,Sabah,3 orang,7570.5835,4972.25
29245,Female,37.0,Sabah,1 orang,7570.6665,7570.6665
29250,Male,55.0,Sabah,2 orang,7575.0,7508.3335
29256,Male,49.0,Sabah,6 orang dan lebih,7579.1665,5778.3335
29259,Male,61.0,Sabah,6 orang dan lebih,7581.3335,4782.5
29284,Male,54.0,Sabah,6 orang dan lebih,7592.1665,3794.8333
29288,Female,38.0,Sabah,2 orang,7593.8335,3516.6667
29292,Male,52.0,Sabah,5 orang,7594.5,1835.4166
29294,Male,53.0,Sabah,4 orang,7595.0,2950.0
29311,Male,42.0,Sabah,2 orang,7602.6665,7602.6665
29330,Female,58.0,Sabah,6 orang dan lebih,7611.5,2386.25
29340,Male,57.0,Sabah,4 orang,7619.0,2231.6667
29344,Female,35.0,Sabah,4 orang,7621.8335,3950.0
29346,Male,37.0,Sabah,5 orang,7622.4165,5197.75
29353,Male,52.0,Sabah,5 orang,7624.1665,3919.3333
29360,Male,60.0,Sabah,6 orang dan lebih,7627.5,6907.5
29367,Male,56.0,Sabah,4 orang,7630.8335,7630.8335
29379,Male,64.0,Sabah,2 orang,7636.3335,4752.75
29387,Male,46.0,Sabah,6 orang dan lebih,7641.25,7641.25
29391,Male,64.0,Sabah,6 orang dan lebih,7642.4165,2596.0833
29394,Female,69.0,Sabah,4 orang,7645.8335,7645.8335
29415,Male,39.0,Sabah,4 orang,7653.6665,4336.1665
29416,Male,57.0,Sabah,4 orang,7655.6665,3920.0
29429,Male,71.0,Sabah,4 orang,7660.8335,7660.8335
29430,Male,49.0,Sabah,5 orang,7660.9165,2346.75
29431,Female,37.0,Sabah,6 orang dan lebih,7661.1665,6216.1665
29442,Female,33.0,Sabah,5 orang,7666.25,6603.1665
29444,Male,60.0,Sabah,4 orang,7667.0835,2845.8333
29445,Male,40.0,Sabah,2 orang,7668.1665,4591.3335
29450,Male,55.0,Sabah,6 orang dan lebih,7670.8335,7670.8335
29454,Female,35.0,Sabah,6 orang dan lebih,7673.25,5648.25
29462,Female,36.0,Sabah,1 orang,7676.6665,7676.6665
29468,Male,24.0,Sabah,3 orang,7677.8335,2737.4167
29473,Male,55.0,Sabah,3 orang,7680.6665,7680.6665
29487,Male,56.0,Sabah,6 orang dan lebih,7688.0,6729.6665
29502,Male,71.0,Sabah,6 orang dan lebih,7694.1665,6302.3335
29505,Male,63.0,Sabah,6 orang dan lebih,7695.5835,3053.5833
29508,Female,30.0,Sabah,1 orang,7698.25,7698.25
29511,Female,58.0,Sabah,1 orang,7700.7915,7700.7915
29517,Male,50.0,Sabah,6 orang dan lebih,7702.6665,2601.0833
29520,Female,59.0,Sabah,4 orang,7703.9165,5236.5
29522,Male,36.0,Sabah,3 orang,7704.4165,7704.4165
29548,Male,69.0,Sabah,5 orang,7716.3335,4415.5835
29550,Male,47.0,Sabah,3 orang,7716.5,3216.1667
29554,Male,57.0,Sabah,6 orang dan lebih,7717.75,1144.1666
29555,Female,52.0,Sabah,3 orang,7717.9165,7717.9165
29557,Male,49.0,Sabah,6 orang dan lebih,7718.1665,4192.3335
29567,Male,52.0,Sabah,6 orang dan lebih,7723.25,2184.9167
29574,Female,36.0,Sabah,4 orang,7726.1665,7726.1665
29576,Female,51.0,Sabah,6 orang dan lebih,7727.8335,7727.8335
29585,Female,36.0,Sabah,1 orang,7732.6665,7732.6665
29590,Male,63.0,Sabah,6 orang dan lebih,7735.5,6196.3335
29591,Male,44.0,Sabah,6 orang dan lebih,7736.1665,3970.5
29596,Male,62.0,Sabah,3 orang,7738.1665,1049.0
29597,Female,35.0,Sabah,3 orang,7739.0835,3269.0833
29598,Male,57.0,Sabah,5 orang,7739.4165,5965.5
29602,Male,37.0,Sabah,1 orang,7740.8335,7740.8335
29604,Male,61.0,Sabah,2 orang,7741.6665,5971.6665
29611,Male,42.0,Sabah,5 orang,7745.1665,7745.1665
29618,Male,46.0,Sabah,6 orang dan lebih,7750.8335,1120.8334
29623,Male,48.0,Sabah,6 orang dan lebih,7753.2915,3422.5
29624,Female,52.0,Sabah,6 orang dan lebih,7753.3335,1783.3334
29637,Male,41.0,Sabah,6 orang dan lebih,7757.6665,3263.0
29638,Female,37.0,Sabah,3 orang,7758.0,7758.0
29657,Female,33.0,Sabah,6 orang dan lebih,7765.0,3489.1667
29664,Male,53.0,Sabah,4 orang,7767.6665,5374.25
29666,Male,39.0,Sabah,4 orang,7768.8335,7768.8335
29669,Male,49.0,Sabah,5 orang,7769.5835,2641.6667
29684,Male,62.0,Sabah,4 orang,7777.75,4635.0
29688,Male,73.0,Sabah,2 orang,7778.25,4694.9165
29689,Male,64.0,Sabah,6 orang dan lebih,7778.6665,2803.5
29709,Male,70.0,Sabah,3 orang,7792.25,2737.5
29718,Male,40.0,Sabah,5 orang,7795.3335,7795.3335
29722,Male,32.0,Sabah,6 orang dan lebih,7796.3335,4116.75
29728,Male,54.0,Sabah,5 orang,7798.8335,6024.1665
29739,Female,49.0,Sabah,6 orang dan lebih,7803.0835,2622.9167
29742,Male,69.0,Sabah,6 orang dan lebih,7804.6665,2261.1667
29744,Female,51.0,Sabah,6 orang dan lebih,7806.3335,2435.75
29746,Male,51.0,Sabah,4 orang,7807.3335,7807.3335
29750,Male,58.0,Sabah,5 orang,7808.5835,5750.5835
29760,Male,49.0,Sabah,6 orang dan lebih,7813.0,2926.1667
29764,Male,48.0,Sabah,4 orang,7816.0,4558.3335
29768,Male,38.0,Sabah,5 orang,7817.5,7817.5
29770,Male,52.0,Sabah,6 orang dan lebih,7818.6665,1162.3334
29778,Female,35.0,Sabah,3 orang,7823.8335,7823.8335
29781,Male,67.0,Sabah,3 orang,7825.3335,7825.3335
29787,Female,39.0,Sabah,6 orang dan lebih,7828.0,4968.6665
29790,Female,60.0,Sabah,6 orang dan lebih,7830.0,2877.5
29794,Male,56.0,Sabah,3 orang,7832.0,5682.6665
29807,Female,48.0,Sabah,6 orang dan lebih,7837.0,7837.0
29808,Male,32.0,Sabah,6 orang dan lebih,7837.0835,2258.25
29821,Male,49.0,Sabah,5 orang,7843.1665,7347.3335
29822,Male,28.0,Sabah,4 orang,7844.0835,5081.5835
29825,Male,74.0,Sabah,4 orang,7844.75,1289.1666
29827,Male,43.0,Sabah,6 orang dan lebih,7845.1665,2787.0
29836,Male,62.0,Sabah,5 orang,7850.75,3395.0
29838,Male,46.0,Sabah,3 orang,7852.0,1375.1666
29843,Male,37.0,Sabah,4 orang,7853.8335,5329.3335
29848,Male,66.0,Sabah,1 orang,7855.0835,7855.0835
29851,Male,59.0,Sabah,6 orang dan lebih,7856.0,3004.1667
29865,Male,59.0,Sabah,5 orang,7862.75,5675.75
29869,Male,49.0,Sabah,4 orang,7865.75,5749.0
29871,Male,29.0,Sabah,4 orang,7866.5835,4910.0835
29875,Male,60.0,Sabah,4 orang,7870.0,5012.5
29884,Male,69.0,Sabah,6 orang dan lebih,7877.5,1768.75
29892,Male,65.0,Sabah,3 orang,7881.5,6218.0
29893,Male,35.0,Sabah,6 orang dan lebih,7882.6665,2351.1667
29895,Female,44.0,Sabah,4 orang,7883.1665,6398.1665
29899,Male,64.0,Sabah,4 orang,7884.5835,4167.9165
29919,Male,49.0,Sabah,5 orang,7895.0,7895.0
29924,Female,30.0,Sabah,5 orang,7899.4165,3325.6667
29926,Male,42.0,Sabah,5 orang,7899.8335,4108.1665
29942,Male,38.0,Sabah,3 orang,7911.75,7911.75
29948,Male,57.0,Sabah,6 orang dan lebih,7915.75,7269.9165
29962,Male,59.0,Sabah,6 orang dan lebih,7922.4165,3906.5833
29981,Male,58.0,Sabah,5 orang,7933.0,2165.6667
29988,Female,47.0,Sabah,3 orang,7935.5,7935.5
29996,Female,37.0,Sabah,5 orang,7938.3335,7938.3335
30034,Male,59.0,Sabah,6 orang dan lebih,7957.0,1959.1666
30035,Male,56.0,Sabah,4 orang,7957.5835,3667.9167
30039,Male,51.0,Sabah,6 orang dan lebih,7960.25,2800.0
30043,Female,77.0,Sabah,6 orang dan lebih,7961.1665,1256.1666
30046,Male,44.0,Sabah,6 orang dan lebih,7961.8335,6512.75
30056,Female,59.0,Sabah,6 orang dan lebih,7968.75,4900.5
30059,Male,34.0,Sabah,5 orang,7971.25,7971.25
30067,Male,62.0,Sabah,3 orang,7973.6665,7973.6665
30076,Male,61.0,Sabah,2 orang,7977.0835,4987.5
30077,Female,51.0,Sabah,4 orang,7977.8335,5549.0835
30082,Male,33.0,Sabah,4 orang,7980.4165,2235.0
30084,Female,30.0,Sabah,4 orang,7980.75,6172.4165
30088,Male,55.0,Sabah,6 orang dan lebih,7982.0835,2793.25
30107,Male,62.0,Sabah,5 orang,7991.6665,7991.6665
30121,Male,59.0,Sabah,6 orang dan lebih,7996.6665,7996.6665
30133,Female,39.0,Sabah,6 orang dan lebih,8001.6665,7024.1665
30139,Male,40.0,Sabah,6 orang dan lebih,8004.3335,5261.6665
30147,Male,60.0,Sabah,3 orang,8010.9165,8010.9165
30157,Female,58.0,Sabah,2 orang,8017.3335,8017.3335
30169,Female,44.0,Sabah,6 orang dan lebih,8024.3335,5124.8335
30170,Male,63.0,Sabah,6 orang dan lebih,8024.6665,5292.25
30180,Male,64.0,Sabah,6 orang dan lebih,8029.75,2263.3333
30181,Male,49.0,Sabah,5 orang,8030.0,2095.8333
30188,Male,42.0,Sabah,6 orang dan lebih,8036.25,2359.0833
30190,Male,69.0,Sabah,6 orang dan lebih,8036.5,4207.1665
30193,Male,63.0,Sabah,3 orang,8037.8335,5606.1665
30194,Male,28.0,Sabah,3 orang,8037.9165,2924.6667
30198,Male,52.0,Sabah,3 orang,8039.1665,4519.3335
30200,Male,55.0,Sabah,5 orang,8040.3335,5211.1665
30209,Female,35.0,Sabah,3 orang,8044.75,8044.75
30217,Male,44.0,Sabah,6 orang dan lebih,8048.5,5591.6665
30230,Male,42.0,Sabah,6 orang dan lebih,8058.6665,6100.3335
30236,Male,38.0,Sabah,3 orang,8060.75,2789.25
30238,Male,25.0,Sabah,6 orang dan lebih,8062.0,3504.0
30242,Male,37.0,Sabah,6 orang dan lebih,8065.5,3058.6667
30263,Male,58.0,Sabah,5 orang,8075.0,5458.3335
30265,Male,49.0,Sabah,4 orang,8075.1665,8075.1665
30276,Male,40.0,Sabah,3 orang,8083.4165,8083.4165
30296,Male,46.0,Sabah,3 orang,8097.8335,6019.0
30300,Male,43.0,Sabah,5 orang,8100.0,8100.0
30303,Female,51.0,Sabah,4 orang,8101.3335,8101.3335
30306,Male,36.0,Sabah,6 orang dan lebih,8107.6665,4101.3335
30307,Male,60.0,Sabah,4 orang,8107.75,1983.3334
30330,Male,48.0,Sabah,6 orang dan lebih,8116.8335,7608.1665
30331,Female,38.0,Sabah,3 orang,8116.9165,5796.75
30352,Male,53.0,Sabah,6 orang dan lebih,8130.8335,3604.75
30357,Male,47.0,Sabah,3 orang,8133.3335,8133.3335
30361,Male,27.0,Sabah,3 orang,8137.0,3983.1667
30364,Male,58.0,Sabah,3 orang,8138.5,8138.5
30365,Male,34.0,Sabah,4 orang,8139.0,3741.6667
30366,Male,48.0,Sabah,6 orang dan lebih,8140.3335,6195.4165
30372,Male,49.0,Sabah,5 orang,8145.25,8145.25
30398,Male,46.0,Sabah,5 orang,8164.3335,6016.4165
30408,Male,47.0,Sabah,5 orang,8167.9165,3006.6667
30409,Male,33.0,Sabah,3 orang,8167.9165,6239.8335
30414,Female,35.0,Sabah,4 orang,8170.5,5554.5
30419,Male,67.0,Sabah,2 orang,8171.1665,5341.5
30422,Female,25.0,Sabah,5 orang,8174.1665,1504.1666
30425,Male,74.0,Sabah,6 orang dan lebih,8175.1665,4396.0
30447,Female,35.0,Sabah,3 orang,8188.1665,4585.0
30460,Female,41.0,Sabah,2 orang,8196.333,5625.0
30461,Female,66.0,Sabah,5 orang,8196.667,4968.0
30462,Male,37.0,Sabah,3 orang,8196.667,5541.75
30465,Male,69.0,Sabah,3 orang,8197.417,6263.0835
30478,Male,60.0,Sabah,6 orang dan lebih,8203.75,3650.8333
30482,Male,50.0,Sabah,5 orang,8205.167,4639.8335
30490,Male,54.0,Sabah,5 orang,8207.25,8207.25
30497,Male,57.0,Sabah,4 orang,8213.417,4582.4165
30505,Female,39.0,Sabah,6 orang dan lebih,8218.25,3602.5
30507,Male,39.0,Sabah,2 orang,8219.333,4414.5
30510,Male,41.0,Sabah,6 orang dan lebih,8222.25,5737.9165
30538,Male,43.0,Sabah,5 orang,8236.917,5047.0835
30545,Female,39.0,Sabah,2 orang,8241.667,8241.667
30548,Male,72.0,Sabah,5 orang,8245.833,2316.6667
30550,Male,26.0,Sabah,6 orang dan lebih,8247.167,3040.75
30562,Male,47.0,Sabah,2 orang,8251.833,7393.5
30565,Male,43.0,Sabah,4 orang,8253.667,2357.3333
30573,Male,45.0,Sabah,6 orang dan lebih,8256.5,6448.3335
30587,Male,72.0,Sabah,1 orang,8263.0,8263.0
30589,Male,54.0,Sabah,6 orang dan lebih,8263.833,8263.833
30604,Male,29.0,Sabah,3 orang,8271.583,8271.583
30607,Male,61.0,Sabah,6 orang dan lebih,8272.333,8272.333
30621,Male,30.0,Sabah,3 orang,8281.333,7889.6665
30628,Female,45.0,Sabah,1 orang,8285.083,8285.083
30630,Male,47.0,Sabah,5 orang,8285.833,2986.6667
30645,Female,68.0,Sabah,2 orang,8293.417,2507.3333
30647,Male,46.0,Sabah,2 orang,8295.167,5346.3335
30674,Female,55.0,Sabah,6 orang dan lebih,8312.333,4318.3335
30688,Male,43.0,Sabah,4 orang,8316.333,8316.333
30691,Male,41.0,Sabah,5 orang,8318.458,4631.0
30694,Male,39.0,Sabah,5 orang,8319.083,5955.3335
